date,rating,description,hotel_name,city,country,language
2022-07-09,10,The staff was just lovely. Be sure to take advantage of the chair and towel reservations at the Beach club! The breakfast was also pretty fantastic also. Beds were the most comfortable I’ve ever slept in.,Hyatt Regency Palais,Nice,France,en
2022-07-09,10,This place was absolutely amazing ! The service was above and beyond . So welcoming and so clean ! Best place ever .,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-09,10,Beautiful hotel; great views; great beach. Staff is really nice! Room was beautiful!!!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-09,10,Friendly staff; great amenities; good food; awesome atmosphere; fun; like like like….,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-09,10,Experiencing Le Basilica was my favorite and well worth the extra cost for the experience. La Joya was also a great place for dinner that was part of the all inclusive costs. The large pools and multiple swim up bars made spending days at the resort so enjoyable.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-09,10,Beautiful place. The people are absolutely helpful. Great experience,InterContinental Presidente,Cancun,Mexico,en
2022-07-09,10,It was a beautiful experience,InterContinental Presidente,Cancun,Mexico,en
2022-07-09,10,Everyone at the property were very friendly and helpful. Our room was cleaned every day.,InterContinental Presidente,Cancun,Mexico,en
2022-07-09,10,El restaurante caribeño fue excelente. La comida exquisita; los precios razonables y la atención inmejorable. De la atención cabe resaltar que Luis y Eduardo fueron muy amables; atentos; cálidos; nos hicieron sentir completamente a gusto todo el tiempo.,InterContinental Presidente,Cancun,Mexico,es
2022-07-08,8,Lots of employees and they were extremely friendly; professional and polite to us.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-08,10,This resort was absolutely amazing in every way.  The best part about our trip was the service.  The staff made sure that we were taken care of at all times.  The food was excellent!  We've been to many all inclusives in Mexico and this by far has the best food.  The hotel grounds; the pool; the restaurants; hallways; rooms; are impeccably clean.  We will definitely be coming back to this resort.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-08,8,Add more Asian food,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-08,10,Food at hotel terrible no body spoke English.,InterContinental Presidente,Cancun,Mexico,en
2022-07-08,10,Great property;  excellent staff and very clean beach area.,InterContinental Presidente,Cancun,Mexico,en
2022-07-07,10,This was a great hotel. The room was a good size with a great view. Staff friendly and helpful. Food excellent.,barriere-le-majestic,Cannes,France,en
2022-07-07,10,I really love the fact that it was safe and quiet area. I also liked that the employee were very friendly and provided good service.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-07,10,Excellent hospitality. Amazing views of the ocean and the pool from the room. They have entertainment like Fire show; circus; etc. every single night. Numerous dining options and each has its own live band for dinner. If you are planning for a vacation with your family; this is THE place.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-07,10,Awesome place to stay; ten stars.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-07,6,food not very good,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-07,8,es un buen lugar para quedarse; limpio y bonito; muy cerca de todo;;;,InterContinental Presidente,Cancun,Mexico,es
2022-07-07,8,More than I expected; food was great I’ll be coming back for sure,InterContinental Presidente,Cancun,Mexico,en
2022-07-06,10,private; safe; food options can be improved. beautiful and clean. spectacular views; serene atmosphere.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-06,10,It was an amazing week!  I loved every minute. The hotel is beautiful and the staff are all wonderful!!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-06,8,El hotel se mantiene bien en términos generales; las almohadas incómodas y los a los baños les urge remodelación ; las llaves y regaderas occidadas; la tina cayéndose a pedazos y con moho ; la comida exageradamente cara ; a este hotel lo que lo mantiene es la playa ; es muy bonita ; deberían de mejorar los baños es imprescindible,InterContinental Presidente,Cancun,Mexico,es
2022-07-06,10,I liked everything the only thing i didn't like was the communication and explanation of some of the fees.,InterContinental Presidente,Cancun,Mexico,en
2022-07-06,10,The staff always so helpful and extremely nice. Absolutely amazing resort. Would benefit for better entertainment/music in the pool area.,InterContinental Presidente,Cancun,Mexico,en
2022-07-05,10,This is the best location in Cancun. This beach has very little waves. The resort is beautiful; the service is excellent; the views are stunning and the food is wonderful. The seaweed issue seems to get worse every year. They do a good job of cleaning it up; but it has become worse.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-05,10,the best place,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-05,6,Service was great by all team members;  Beach was nice and in close proximity to pool.  Pool was great; Bar service at pool was great. Again- great service by bar service. Restaurants were ok;; buffet was ok (Vina del Mar)... Again service by wait staff was great -- food was limited. .  Italian restaurant was  fair... risotto and salmon was not good- do not order!   Compared to orther places;; selection was limited.    Due to Covid -- bars closed at 11... ;;   Overall hotel was ok.  Will not stay here again.,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-05,10,All the employees were very friendly and respectful,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-05,6,Buffet was very terrible,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-05,6,Property is located at great beach location; very quiet beach and soft white sand; bar is ok; only carry box juices for mix drink; beer was good; very pricey on wine or champagne. They expensive champagne was brought to us in warm temperature. Only 2 option for dinning in which is limited and same menus for lunch and dinner; restaurant staff very nice and ready to make any change or offer out the menu items. Wines list was good and wine was properly handled. Room are very old; queen bed in which are small; need renovation; coffee and free water is a plus; terrace is looking at street in which is load at night to sleep with cars sounds; pillows were really good and confortable. Beach staff is ok; pool is nice but need repairs; green areas are nice; hotel lobby bar is very quite; no music at pool or beach is allowed; no smoking is allowed but some locals and tourists break the rule;no shows or entertainment available  breakfast is great and you must include for small fee at time to make reservations. Spa is great.,InterContinental Presidente,Cancun,Mexico,en
2022-07-05,10,Great resort! I would definitely recommend staying here !,InterContinental Presidente,Cancun,Mexico,en
2022-07-05,10,I have been to this hotel numerous times. The beach is wonderful (no seaweed) and large. Rooms are very nice with comfortable beds. I do not like the bathroom layout (even in club level rooms it is weird) but that has no bearing on my rating. Pools are nice. Beach and pool service is the best ANYWHERE. Martiniano has been taking care of us for 20 plus years and he is very attentive. Breakfast buffet didn't have much I liked (fussy) so we only ate there once and walked to VIPS the other mornings. Lunch at the beach/pool is fantastic. Fajitas; chicken wings and burgers are all excellent. Did not eat there at night as there are so many wonderful restaurants nearby. Service at night at the bar right on the beach is great. I have stayed at most hotels in Cancun and the Presidente is my favorite. You cannot go wrong choosing this hotel.,InterContinental Presidente,Cancun,Mexico,en
2022-07-05,8,Nice beach location; the staff was awesome,InterContinental Presidente,Cancun,Mexico,en
2022-07-05,4,They have a restaurant that they don't let you in the bathrooms on the rooms are awkward they have a sliding door to cover and when you go to do your necessities you can be seen from the right side of the closet,InterContinental Presidente,Cancun,Mexico,en
2022-07-04,10,This property was amazing and the staff was so friendly!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-04,8,The hotel is excellent overall. The breakfast; lunch and dinner was great. We hang out at the beach and pool and we had unlimited food and drinks. Great customer service!,Grand Fiesta Americana,Cancun,Mexico,en
2022-07-04,10,The staff was all very nice and accommodating. Beach was beautiful but the bar needs to open earlier!,InterContinental Presidente,Cancun,Mexico,en
2022-07-04,10,Our stay was amazing. We enjoyed the cleanliness of our room. Our ocean view was beautiful; pools were clean; beach area has a tranquil shore where little ones can enjoy there swim. The food and drinks were delicious. Waitstaff and hotel staff were well mannered and courteous.  Truly relaxing and relaxing enjoyed our stay.,InterContinental Presidente,Cancun,Mexico,en
2022-07-04,10,Excelente customer service and the room was very clean.,InterContinental Presidente,Cancun,Mexico,en
2022-07-03,10,Our stay at the Intercontinental Presidente was phenomenal. The beach area around the property is beautiful. The food and service was great. We had a classic king room with an outside area. The room was always cleaned to perfection and fhe room was always cold. They have 2 pools and 5 hot tubs on top of dozens of cabanas with laying chairs. Never had a hard time finding one. The drinks were great. It's walking distance to many nearby restaurants. You can easily get on the bus to go other places. The restaurant inside the hotel even has tables on the beach and we had a romantic dinner on the beach on our last night. Don't second guess yourself and just book it. You won't regret it. Cannot wait to return!,InterContinental Presidente,Cancun,Mexico,en
